"session_id","campaign","product","event_id","type"
"0516","patriotic","diet","0829","load"
"0517","patriotic","diet","0830","load"
"0518","funny","classic","0831","load"
"0519","funny","diet","0832","load"
"0520","patriotic","classic","0833","load"
"0521","patriotic","classic","0834","load"
"0521","patriotic","classic","0835","click"
"0521","patriotic","classic","0836","click"
"0522","patriotic","classic","0837","load"
"0522","patriotic","classic","0838","click"
"0523","patriotic","classic","0839","load"
"0523","patriotic","classic","0840","click"
"0524","funny","classic","0841","load"
"0524","funny","classic","0842","click"
"0524","funny","classic","0843","click"
"0525","funny","classic","0844","load"
"0526","patriotic","classic","0845","load"
"0527","funny","classic","0846","load"
"0527","funny","classic","0847","click"
"0527","funny","classic","0848","click"
"0527","funny","classic","0849","click"
"0527","funny","classic","0850","click"
"0528","patriotic","classic","0851","load"
"0529","patriotic","diet","0852","load"
"0530","funny","diet","0853","load"
"0531","funny","diet","0854","load"
"0532","funny","diet","0855","load"
"0533","funny","diet","0856","load"
"0533","funny","diet","0857","click"
"0533","funny","diet","0858","click"
"0534","patriotic","diet","0859","load"
"0535","funny","classic","0860","load"
"0535","funny","classic","0861","click"
"0535","funny","classic","0862","click"
"0536","funny","classic","0863","load"
"0536","funny","classic","0864","click"
"0537","patriotic","classic","0865","load"
"0538","patriotic","diet","0866","load"
"0539","patriotic","diet","0867","load"
"0540","funny","classic","0868","load"
"0540","funny","classic","0869","click"
"0541","patriotic","classic","0870","load"
"0542","funny","diet","0871","load"
"0543","funny","diet","0872","load"
"0544","funny","diet","0873","load"
"0545","patriotic","diet","0874","load"
"0546","funny","diet","0875","load"
"0546","funny","diet","0876","click"
"0547","patriotic","diet","0877","load"
"0548","patriotic","diet","0878","load"
"0548","patriotic","diet","0879","click"
"0548","patriotic","diet","0880","click"
"0549","funny","classic","0881","load"
"0549","funny","classic","0882","click"
"0549","funny","classic","0883","click"
"0550","patriotic","diet","0884","load"
"0551","patriotic","classic","0885","load"
"0552","funny","classic","0886","load"
"0552","funny","classic","0887","click"
"0552","funny","classic","0888","click"
"0553","patriotic","classic","0889","load"
"0554","patriotic","diet","0890","load"
"0555","patriotic","diet","0891","load"
"0556","funny","classic","0892","load"
"0556","funny","classic","0893","click"
"0557","patriotic","diet","0894","load"
"0558","patriotic","classic","0895","load"
"0559","patriotic","diet","0896","load"
"0559","patriotic","diet","0897","click"
"0560","patriotic","classic","0898","load"
"0561","funny","classic","0899","load"
"0561","funny","classic","0900","click"
"0561","funny","classic","0901","click"
"0562","patriotic","classic","0902","load"
"0562","patriotic","classic","0903","click"
"0563","funny","diet","0904","load"
"0564","funny","diet","0905","load"
"0565","funny","diet","0906","load"
"0566","funny","diet","0907","load"
"0566","funny","diet","0908","click"
"0566","funny","diet","0909","click"
"0567","patriotic","classic","0910","load"
"0568","patriotic","diet","0911","load"
"0569","funny","classic","0912","load"
"0569","funny","classic","0913","click"
"0569","funny","classic","0914","click"
"0570","funny","classic","0915","load"
"0570","funny","classic","0916","click"
"0570","funny","classic","0917","click"
"0570","funny","classic","0918","click"
"0571","patriotic","diet","0919","load"
"0572","funny","diet","0920","load"
"0573","funny","diet","0921","load"
"0574","funny","classic","0922","load"
"0575","funny","diet","0923","load"
"0576","patriotic","classic","0924","load"
"0577","funny","classic","0925","load"
"0578","funny","diet","0926","load"
"0579","funny","diet","0927","load"
"0580","patriotic","classic","0928","load"
"0581","patriotic","classic","0929","load"
"0582","patriotic","classic","0930","load"
"0583","patriotic","classic","0931","load"
"0584","patriotic","diet","0932","load"
"0585","patriotic","classic","0933","load"
"0586","patriotic","diet","0934","load"
"0586","patriotic","diet","0935","click"
"0586","patriotic","diet","0936","click"
"0587","patriotic","classic","0937","load"
"0587","patriotic","classic","0938","click"
"0588","funny","classic","0939","load"
"0588","funny","classic","0940","click"
"0588","funny","classic","0941","click"
"0589","patriotic","classic","0942","load"
"0590","patriotic","classic","0943","load"
"0591","patriotic","classic","0944","load"
"0592","patriotic","classic","0945","load"
"0593","patriotic","classic","0946","load"
"0594","funny","diet","0947","load"
"0594","funny","diet","0948","click"
"0595","patriotic","diet","0949","load"
"0596","patriotic","diet","0950","load"
"0596","patriotic","diet","0951","click"
"0597","funny","diet","0952","load"
"0598","funny","classic","0953","load"
"0598","funny","classic","0954","click"
"0598","funny","classic","0955","click"
"0598","funny","classic","0956","click"
"0599","funny","diet","0957","load"
"0600","patriotic","diet","0958","load"
"0601","patriotic","classic","0959","load"
"0602","funny","classic","0960","load"
"0603","patriotic","classic","0961","load"
"0604","funny","classic","0962","load"
"0604","funny","classic","0963","click"
"0604","funny","classic","0964","click"
"0604","funny","classic","0965","click"
"0604","funny","classic","0966","click"
"0605","patriotic","classic","0967","load"
"0606","funny","diet","0968","load"
"0607","funny","classic","0969","load"
"0607","funny","classic","0970","click"
"0607","funny","classic","0971","click"
"0608","patriotic","classic","0972","load"
"0609","patriotic","diet","0973","load"
"0610","patriotic","classic","0974","load"
"0611","patriotic","classic","0975","load"
"0612","patriotic","classic","0976","load"
"0613","funny","diet","0977","load"
"0614","funny","diet","0978","load"
"0615","patriotic","classic","0979","load"
"0616","funny","classic","0980","load"
"0616","funny","classic","0981","click"
"0617","patriotic","diet","0982","load"
"0617","patriotic","diet","0983","click"
"0618","funny","classic","0984","load"
"0618","funny","classic","0985","click"
"0619","patriotic","classic","0986","load"
"0620","patriotic","diet","0987","load"
"0621","patriotic","diet","0988","load"
"0621","patriotic","diet","0989","click"
"0622","patriotic","classic","0990","load"
"0622","patriotic","classic","0991","click"
"0623","funny","diet","0992","load"
"0624","funny","classic","0993","load"
"0624","funny","classic","0994","click"
"0624","funny","classic","0995","click"
"0624","funny","classic","0996","click"
"0625","patriotic","classic","0997","load"
"0626","funny","diet","0998","load"
"0627","funny","diet","0999","load"
"0627","funny","diet","1000","click"
"0628","funny","classic","1001","load"
"0628","funny","classic","1002","click"
"0629","funny","classic","1003","load"
"0629","funny","classic","1004","click"
"0630","patriotic","diet","1005","load"
"0631","funny","diet","1006","load"
"0631","funny","diet","1007","click"
"0632","patriotic","diet","1008","load"
"0632","patriotic","diet","1009","click"
"0633","patriotic","classic","1010","load"
"0634","funny","diet","1011","load"
"0635","funny","classic","1012","load"
"0635","funny","classic","1013","click"
"0635","funny","classic","1014","click"
"0636","funny","classic","1015","load"
"0636","funny","classic","1016","click"
"0636","funny","classic","1017","click"
"0636","funny","classic","1018","click"
"0636","funny","classic","1019","click"
"0636","funny","classic","1020","click"
"0637","patriotic","classic","1021","load"
"0637","patriotic","classic","1022","click"
"0638","funny","classic","1023","load"
"0638","funny","classic","1024","click"
"0639","funny","classic","1025","load"
"0639","funny","classic","1026","click"
"0640","patriotic","diet","1027","load"
"0640","patriotic","diet","1028","click"
"0641","funny","classic","1029","load"
"0641","funny","classic","1030","click"
"0641","funny","classic","1031","click"
"0642","funny","classic","1032","load"
"0643","patriotic","classic","1033","load"
"0644","funny","classic","1034","load"
"0644","funny","classic","1035","click"
"0644","funny","classic","1036","click"
"0645","funny","classic","1037","load"
"0645","funny","classic","1038","click"
"0646","patriotic","diet","1039","load"
"0646","patriotic","diet","1040","click"
"0647","patriotic","diet","1041","load"
"0648","funny","classic","1042","load"
"0648","funny","classic","1043","click"
"0649","funny","classic","1044","load"
"0649","funny","classic","1045","click"
"0650","patriotic","classic","1046","load"
"0651","patriotic","classic","1047","load"
"0652","funny","diet","1048","load"
"0652","funny","diet","1049","click"
"0653","funny","classic","1050","load"
"0654","patriotic","classic","1051","load"
"0655","funny","diet","1052","load"
"0656","patriotic","diet","1053","load"
"0657","patriotic","diet","1054","load"
"0658","patriotic","diet","1055","load"
"0659","funny","diet","1056","load"
"0660","patriotic","diet","1057","load"
"0661","funny","diet","1058","load"
"0662","funny","classic","1059","load"
"0663","funny","diet","1060","load"
"0664","funny","diet","1061","load"
"0665","funny","classic","1062","load"
"0666","patriotic","classic","1063","load"
"0666","patriotic","classic","1064","click"
"0667","funny","diet","1065","load"
"0668","funny","diet","1066","load"
"0669","funny","classic","1067","load"
"0670","funny","diet","1068","load"
"0671","funny","diet","1069","load"
"0672","patriotic","classic","1070","load"
"0672","patriotic","classic","1071","click"
"0673","funny","diet","1072","load"
"0674","funny","diet","1073","load"
"0675","patriotic","diet","1074","load"
"0676","funny","classic","1075","load"
"0676","funny","classic","1076","click"
"0677","funny","classic","1077","load"
"0677","funny","classic","1078","click"
"0678","patriotic","diet","1079","load"
"0679","patriotic","classic","1080","load"
"0680","funny","diet","1081","load"
"0680","funny","diet","1082","click"
"0681","funny","diet","1083","load"
"0682","funny","diet","1084","load"
"0682","funny","diet","1085","click"
"0683","patriotic","diet","1086","load"
"0684","funny","classic","1087","load"
"0684","funny","classic","1088","click"
"0684","funny","classic","1089","click"
"0684","funny","classic","1090","click"
"0684","funny","classic","1091","click"
"0684","funny","classic","1092","click"
"0684","funny","classic","1093","click"
"0685","patriotic","classic","1094","load"
"0686","funny","classic","1095","load"
"0686","funny","classic","1096","click"
"0686","funny","classic","1097","click"
"0686","funny","classic","1098","click"
"0687","patriotic","diet","1099","load"
"0688","funny","diet","1100","load"
"0689","funny","diet","1101","load"
"0690","funny","classic","1102","load"
"0690","funny","classic","1103","click"
"0690","funny","classic","1104","click"
"0690","funny","classic","1105","click"
"0691","funny","diet","1106","load"
"0691","funny","diet","1107","click"
"0691","funny","diet","1108","click"
"0692","patriotic","diet","1109","load"
"0692","patriotic","diet","1110","click"
"0693","funny","classic","1111","load"
"0693","funny","classic","1112","click"
"0693","funny","classic","1113","click"
"0694","funny","diet","1114","load"
"0694","funny","diet","1115","click"
"0694","funny","diet","1116","click"
"0695","funny","diet","1117","load"
"0696","patriotic","classic","1118","load"
"0697","patriotic","classic","1119","load"
"0698","patriotic","classic","1120","load"
"0699","patriotic","diet","1121","load"
"0700","funny","classic","1122","load"
"0700","funny","classic","1123","click"
"0700","funny","classic","1124","click"
"0700","funny","classic","1125","click"
"0701","patriotic","classic","1126","load"
"0701","patriotic","classic","1127","click"
"0702","patriotic","diet","1128","load"
"0703","funny","classic","1129","load"
"0704","patriotic","diet","1130","load"
"0705","patriotic","diet","1131","load"
"0706","funny","classic","1132","load"
"0707","funny","diet","1133","load"
"0708","patriotic","classic","1134","load"
"0708","patriotic","classic","1135","click"
"0709","funny","classic","1136","load"
"0709","funny","classic","1137","click"
"0709","funny","classic","1138","click"
"0710","patriotic","diet","1139","load"
"0711","patriotic","classic","1140","load"
"0712","funny","diet","1141","load"
"0713","patriotic","diet","1142","load"
"0714","patriotic","classic","1143","load"
"0715","funny","diet","1144","load"
"0716","funny","classic","1145","load"
"0716","funny","classic","1146","click"
"0716","funny","classic","1147","click"
"0716","funny","classic","1148","click"
"0717","patriotic","classic","1149","load"
"0718","funny","diet","1150","load"
"0719","patriotic","classic","1151","load"
"0720","patriotic","classic","1152","load"
"0721","patriotic","classic","1153","load"
"0722","patriotic","diet","1154","load"
"0722","patriotic","diet","1155","click"
"0722","patriotic","diet","1156","click"
"0723","funny","diet","1157","load"
"0724","funny","diet","1158","load"
"0725","funny","diet","1159","load"
"0726","patriotic","diet","1160","load"
"0727","funny","classic","1161","load"
"0727","funny","classic","1162","click"
"0727","funny","classic","1163","click"
"0728","patriotic","classic","1164","load"
"0728","patriotic","classic","1165","click"
"0729","patriotic","classic","1166","load"
"0729","patriotic","classic","1167","click"
"0730","funny","classic","1168","load"
"0730","funny","classic","1169","click"
"0730","funny","classic","1170","click"
"0731","funny","classic","1171","load"
"0731","funny","classic","1172","click"
"0731","funny","classic","1173","click"
"0731","funny","classic","1174","click"
"0732","patriotic","diet","1175","load"
"0732","patriotic","diet","1176","click"
"0733","patriotic","classic","1177","load"
"0734","funny","diet","1178","load"
"0735","patriotic","classic","1179","load"
"0736","funny","classic","1180","load"
"0736","funny","classic","1181","click"
"0737","funny","classic","1182","load"
"0737","funny","classic","1183","click"
"0738","patriotic","classic","1184","load"
"0739","funny","diet","1185","load"
"0740","patriotic","classic","1186","load"
"0741","funny","diet","1187","load"
"0741","funny","diet","1188","click"
"0742","funny","diet","1189","load"
"0743","patriotic","classic","1190","load"
"0743","patriotic","classic","1191","click"
"0744","funny","classic","1192","load"
"0744","funny","classic","1193","click"
"0745","patriotic","classic","1194","load"
"0746","patriotic","classic","1195","load"
"0747","funny","diet","1196","load"
"0748","funny","diet","1197","load"
"0749","funny","classic","1198","load"
"0749","funny","classic","1199","click"
"0749","funny","classic","1200","click"
"0749","funny","classic","1201","click"
"0750","patriotic","classic","1202","load"
"0751","patriotic","classic","1203","load"
"0752","funny","classic","1204","load"
"0752","funny","classic","1205","click"
"0753","funny","diet","1206","load"
"0754","patriotic","diet","1207","load"
"0755","patriotic","diet","1208","load"
"0756","patriotic","diet","1209","load"
"0757","patriotic","classic","1210","load"
"0758","funny","classic","1211","load"
"0759","funny","diet","1212","load"
"0760","patriotic","classic","1213","load"
"0761","patriotic","diet","1214","load"
"0762","funny","diet","1215","load"
"0763","patriotic","diet","1216","load"
"0764","funny","classic","1217","load"
"0765","funny","classic","1218","load"
"0765","funny","classic","1219","click"
"0765","funny","classic","1220","click"
"0766","funny","classic","1221","load"
"0766","funny","classic","1222","click"
"0766","funny","classic","1223","click"
"0767","funny","diet","1224","load"
"0768","patriotic","diet","1225","load"
"0768","patriotic","diet","1226","click"
"0769","funny","diet","1227","load"
"0770","funny","diet","1228","load"
"0770","funny","diet","1229","click"
"0770","funny","diet","1230","click"
"0771","patriotic","diet","1231","load"
"0772","funny","classic","1232","load"
"0772","funny","classic","1233","click"
"0773","patriotic","classic","1234","load"
"0774","patriotic","classic","1235","load"
"0775","patriotic","classic","1236","load"
"0776","funny","classic","1237","load"
"0776","funny","classic","1238","click"
"0777","funny","classic","1239","load"
"0777","funny","classic","1240","click"
"0778","funny","classic","1241","load"
"0779","patriotic","diet","1242","load"
"0780","patriotic","classic","1243","load"
"0781","patriotic","classic","1244","load"
"0782","patriotic","classic","1245","load"
"0783","patriotic","classic","1246","load"
"0784","funny","classic","1247","load"
"0784","funny","classic","1248","click"
"0784","funny","classic","1249","click"
"0785","funny","classic","1250","load"
"0785","funny","classic","1251","click"
"0786","funny","classic","1252","load"
"0786","funny","classic","1253","click"
"0787","funny","classic","1254","load"
"0787","funny","classic","1255","click"
"0787","funny","classic","1256","click"
"0788","patriotic","classic","1257","load"
"0789","patriotic","classic","1258","load"
"0790","patriotic","diet","1259","load"
"0791","funny","classic","1260","load"
"0791","funny","classic","1261","click"
"0792","funny","classic","1262","load"
"0793","funny","diet","1263","load"
"0794","patriotic","diet","1264","load"
"0795","patriotic","classic","1265","load"
"0795","patriotic","classic","1266","click"
"0796","funny","classic","1267","load"
"0796","funny","classic","1268","click"
"0796","funny","classic","1269","click"
"0797","patriotic","classic","1270","load"
"0798","patriotic","diet","1271","load"
"0798","patriotic","diet","1272","click"
"0799","funny","classic","1273","load"
"0799","funny","classic","1274","click"
"0799","funny","classic","1275","click"
"0800","patriotic","classic","1276","load"
"0801","patriotic","classic","1277","load"
"0802","patriotic","diet","1278","load"
"0803","patriotic","diet","1279","load"
"0804","patriotic","classic","1280","load"
"0805","patriotic","diet","1281","load"
"0806","funny","classic","1282","load"
"0806","funny","classic","1283","click"
"0806","funny","classic","1284","click"
"0806","funny","classic","1285","click"
"0807","patriotic","diet","1286","load"
"0808","patriotic","classic","1287","load"
"0809","patriotic","diet","1288","load"
"0809","patriotic","diet","1289","click"
"0810","patriotic","classic","1290","load"
"0811","funny","classic","1291","load"
"0812","funny","classic","1292","load"
"0812","funny","classic","1293","click"
"0812","funny","classic","1294","click"
"0813","funny","diet","1295","load"
"0814","patriotic","classic","1296","load"
"0815","patriotic","diet","1297","load"
"0816","patriotic","classic","1298","load"
"0817","patriotic","diet","1299","load"
"0818","patriotic","diet","1300","load"
"0818","patriotic","diet","1301","click"
"0818","patriotic","diet","1302","click"
"0819","funny","diet","1303","load"
"0820","patriotic","classic","1304","load"
"0821","funny","classic","1305","load"
"0821","funny","classic","1306","click"
"0821","funny","classic","1307","click"
"0822","funny","classic","1308","load"
"0822","funny","classic","1309","click"
"0823","funny","diet","1310","load"
"0824","patriotic","classic","1311","load"
"0825","funny","classic","1312","load"
"0825","funny","classic","1313","click"
"0825","funny","classic","1314","click"
"0826","patriotic","classic","1315","load"
"0827","funny","classic","1316","load"
"0827","funny","classic","1317","click"
"0827","funny","classic","1318","click"
"0828","patriotic","diet","1319","load"
"0829","patriotic","diet","1320","load"
"0830","patriotic","classic","1321","load"
"0831","funny","diet","1322","load"
"0832","patriotic","classic","1323","load"
"0833","funny","classic","1324","load"
"0833","funny","classic","1325","click"
"0833","funny","classic","1326","click"
"0834","funny","classic","1327","load"
"0834","funny","classic","1328","click"
"0834","funny","classic","1329","click"
"0835","funny","diet","1330","load"
"0836","funny","diet","1331","load"
"0836","funny","diet","1332","click"
"0837","funny","classic","1333","load"
"0837","funny","classic","1334","click"
"0837","funny","classic","1335","click"
"0837","funny","classic","1336","click"
"0838","patriotic","classic","1337","load"
"0839","funny","diet","1338","load"
"0840","funny","diet","1339","load"
"0841","patriotic","diet","1340","load"
"0841","patriotic","diet","1341","click"
"0842","funny","classic","1342","load"
"0842","funny","classic","1343","click"
"0843","funny","diet","1344","load"
"0844","patriotic","diet","1345","load"
"0845","patriotic","classic","1346","load"
"0846","funny","diet","1347","load"
"0847","patriotic","classic","1348","load"
"0848","patriotic","diet","1349","load"
"0849","funny","classic","1350","load"
"0849","funny","classic","1351","click"
"0849","funny","classic","1352","click"
"0850","funny","classic","1353","load"
"0850","funny","classic","1354","click"
"0850","funny","classic","1355","click"
"0851","funny","diet","1356","load"
"0852","patriotic","classic","1357","load"
"0852","patriotic","classic","1358","click"
"0853","patriotic","diet","1359","load"
"0854","funny","diet","1360","load"
"0855","funny","diet","1361","load"
"0855","funny","diet","1362","click"
"0856","funny","classic","1363","load"
"0856","funny","classic","1364","click"
"0856","funny","classic","1365","click"
"0856","funny","classic","1366","click"
"0857","funny","diet","1367","load"
"0858","funny","classic","1368","load"
"0858","funny","classic","1369","click"
"0859","patriotic","classic","1370","load"
"0860","patriotic","diet","1371","load"
"0861","patriotic","diet","1372","load"
"0861","patriotic","diet","1373","click"
"0862","funny","classic","1374","load"
"0862","funny","classic","1375","click"
"0863","patriotic","diet","1376","load"
"0864","patriotic","diet","1377","load"
"0864","patriotic","diet","1378","click"
"0865","funny","diet","1379","load"
"0866","patriotic","classic","1380","load"
"0867","patriotic","classic","1381","load"
"0868","patriotic","diet","1382","load"
"0869","funny","diet","1383","load"
"0870","funny","classic","1384","load"
"0870","funny","classic","1385","click"
"0871","funny","classic","1386","load"
"0871","funny","classic","1387","click"
"0871","funny","classic","1388","click"
"0872","funny","diet","1389","load"
"0873","patriotic","classic","1390","load"
"0873","patriotic","classic","1391","click"
"0874","funny","diet","1392","load"
"0875","patriotic","classic","1393","load"
"0875","patriotic","classic","1394","click"
"0876","patriotic","diet","1395","load"
"0877","patriotic","diet","1396","load"
"0878","funny","diet","1397","load"
"0879","funny","diet","1398","load"
"0880","patriotic","diet","1399","load"
"0881","funny","classic","1400","load"
"0881","funny","classic","1401","click"
"0881","funny","classic","1402","click"
"0881","funny","classic","1403","click"
"0882","patriotic","classic","1404","load"
"0882","patriotic","classic","1405","click"
"0883","patriotic","diet","1406","load"
"0884","funny","diet","1407","load"
"0885","patriotic","diet","1408","load"
"0885","patriotic","diet","1409","click"
"0885","patriotic","diet","1410","click"
"0886","funny","diet","1411","load"
"0886","funny","diet","1412","click"
"0887","patriotic","diet","1413","load"
"0888","funny","classic","1414","load"
"0889","funny","classic","1415","load"
"0890","funny","diet","1416","load"
"0890","funny","diet","1417","click"
"0890","funny","diet","1418","click"
"0891","patriotic","classic","1419","load"
"0892","funny","diet","1420","load"
"0893","funny","diet","1421","load"
"0894","funny","classic","1422","load"
"0894","funny","classic","1423","click"
"0895","funny","diet","1424","load"
"0896","funny","diet","1425","load"
"0897","funny","classic","1426","load"
"0898","funny","classic","1427","load"
"0898","funny","classic","1428","click"
"0899","patriotic","diet","1429","load"
"0899","patriotic","diet","1430","click"
"0900","patriotic","diet","1431","load"
"0901","patriotic","diet","1432","load"
"0902","funny","diet","1433","load"
"0903","funny","classic","1434","load"
"0903","funny","classic","1435","click"
"0903","funny","classic","1436","click"
"0904","funny","diet","1437","load"
"0904","funny","diet","1438","click"
"0905","patriotic","diet","1439","load"
"0906","funny","classic","1440","load"
"0906","funny","classic","1441","click"
"0907","patriotic","diet","1442","load"
"0908","funny","diet","1443","load"
"0909","patriotic","classic","1444","load"
"0910","patriotic","diet","1445","load"
"0911","patriotic","diet","1446","load"
"0911","patriotic","diet","1447","click"
"0912","funny","diet","1448","load"
"0912","funny","diet","1449","click"
"0913","patriotic","classic","1450","load"
"0913","patriotic","classic","1451","click"
"0913","patriotic","classic","1452","click"
"0914","funny","diet","1453","load"
"0915","patriotic","classic","1454","load"
"0915","patriotic","classic","1455","click"
"0916","funny","diet","1456","load"
"0917","patriotic","classic","1457","load"
"0917","patriotic","classic","1458","click"
"0917","patriotic","classic","1459","click"
"0918","funny","diet","1460","load"
"0918","funny","diet","1461","click"
"0919","patriotic","classic","1462","load"
"0920","funny","diet","1463","load"
"0921","funny","classic","1464","load"
"0921","funny","classic","1465","click"
"0922","patriotic","classic","1466","load"
"0923","funny","classic","1467","load"
"0923","funny","classic","1468","click"
"0923","funny","classic","1469","click"
"0924","funny","classic","1470","load"
"0924","funny","classic","1471","click"
"0925","funny","diet","1472","load"
"0926","funny","diet","1473","load"
"0926","funny","diet","1474","click"
"0927","patriotic","classic","1475","load"
"0928","funny","diet","1476","load"
"0929","patriotic","diet","1477","load"
"0930","patriotic","diet","1478","load"
"0931","funny","diet","1479","load"
"0931","funny","diet","1480","click"
"0932","funny","classic","1481","load"
"0933","funny","diet","1482","load"
"0934","patriotic","diet","1483","load"
"0935","patriotic","diet","1484","load"
"0936","patriotic","classic","1485","load"
"0937","patriotic","diet","1486","load"
"0938","patriotic","classic","1487","load"
"0939","patriotic","diet","1488","load"
"0939","patriotic","diet","1489","click"
"0939","patriotic","diet","1490","click"
"0940","patriotic","classic","1491","load"
"0941","funny","classic","1492","load"
"0942","patriotic","classic","1493","load"
"0943","patriotic","classic","1494","load"
"0943","patriotic","classic","1495","click"
"0944","funny","classic","1496","load"
"0944","funny","classic","1497","click"
"0944","funny","classic","1498","click"
"0944","funny","classic","1499","click"
"0945","funny","classic","1500","load"
"0945","funny","classic","1501","click"
"0945","funny","classic","1502","click"
"0945","funny","classic","1503","click"
"0946","patriotic","classic","1504","load"
"0947","funny","diet","1505","load"
"0947","funny","diet","1506","click"
"0948","funny","classic","1507","load"
"0949","patriotic","diet","1508","load"
"0950","patriotic","diet","1509","load"
"0951","patriotic","classic","1510","load"
"0952","funny","classic","1511","load"
"0952","funny","classic","1512","click"
"0952","funny","classic","1513","click"
"0952","funny","classic","1514","click"
"0952","funny","classic","1515","click"
"0953","patriotic","classic","1516","load"
"0954","patriotic","diet","1517","load"
"0954","patriotic","diet","1518","click"
"0954","patriotic","diet","1519","click"
"0955","funny","diet","1520","load"
"0955","funny","diet","1521","click"
"0956","patriotic","classic","1522","load"
"0957","patriotic","diet","1523","load"
"0958","funny","diet","1524","load"
"0959","patriotic","diet","1525","load"
"0960","patriotic","classic","1526","load"
"0961","funny","diet","1527","load"
"0962","funny","diet","1528","load"
"0963","funny","classic","1529","load"
"0963","funny","classic","1530","click"
"0964","patriotic","classic","1531","load"
"0964","patriotic","classic","1532","click"
"0965","patriotic","classic","1533","load"
"0966","funny","diet","1534","load"
"0966","funny","diet","1535","click"
"0967","patriotic","diet","1536","load"
"0968","patriotic","classic","1537","load"
"0968","patriotic","classic","1538","click"
"0969","patriotic","diet","1539","load"
"0969","patriotic","diet","1540","click"
"0970","patriotic","classic","1541","load"
"0970","patriotic","classic","1542","click"
"0971","patriotic","classic","1543","load"
"0972","patriotic","classic","1544","load"
"0973","patriotic","diet","1545","load"
"0974","patriotic","classic","1546","load"
"0975","patriotic","classic","1547","load"
"0976","patriotic","classic","1548","load"
"0977","funny","diet","1549","load"
"0977","funny","diet","1550","click"
"0978","patriotic","diet","1551","load"
"0979","funny","diet","1552","load"
"0980","funny","classic","1553","load"
"0980","funny","classic","1554","click"
"0981","funny","diet","1555","load"
"0982","patriotic","classic","1556","load"
"0983","funny","diet","1557","load"
"0984","funny","diet","1558","load"
"0984","funny","diet","1559","click"
"0985","patriotic","classic","1560","load"
"0986","funny","classic","1561","load"
"0986","funny","classic","1562","click"
"0987","funny","diet","1563","load"
"0988","patriotic","classic","1564","load"
"0989","patriotic","classic","1565","load"
"0989","patriotic","classic","1566","click"
"0990","funny","diet","1567","load"
"0991","patriotic","diet","1568","load"
"0992","funny","classic","1569","load"
"0992","funny","classic","1570","click"
"0992","funny","classic","1571","click"
"0993","funny","classic","1572","load"
"0993","funny","classic","1573","click"
"0993","funny","classic","1574","click"
"0994","patriotic","classic","1575","load"
"0995","patriotic","diet","1576","load"
"0995","patriotic","diet","1577","click"
"0996","funny","classic","1578","load"
"0996","funny","classic","1579","click"
"0997","funny","diet","1580","load"
"0998","patriotic","classic","1581","load"
"0998","patriotic","classic","1582","click"
"0999","funny","classic","1583","load"
"0999","funny","classic","1584","click"
"0999","funny","classic","1585","click"
"1000","patriotic","diet","1586","load"
"1000","patriotic","diet","1587","click"
"1000","patriotic","diet","1588","click"
"1001","funny","diet","1589","load"
"1002","funny","diet","1590","load"
"1003","patriotic","classic","1591","load"
"1004","patriotic","diet","1592","load"
"1004","patriotic","diet","1593","click"
"1004","patriotic","diet","1594","click"
"1005","patriotic","diet","1595","load"
"1006","patriotic","classic","1596","load"
"1007","patriotic","diet","1597","load"
"1008","patriotic","diet","1598","load"
"1008","patriotic","diet","1599","click"
"1009","funny","classic","1600","load"
"1009","funny","classic","1601","click"
"1010","patriotic","diet","1602","load"
"1011","funny","classic","1603","load"
"1011","funny","classic","1604","click"
"1011","funny","classic","1605","click"
"1011","funny","classic","1606","click"
"1012","funny","diet","1607","load"
"1012","funny","diet","1608","click"
"1013","funny","diet","1609","load"
"1013","funny","diet","1610","click"
"1014","funny","diet","1611","load"
"1015","funny","classic","1612","load"
"1015","funny","classic","1613","click"
"1015","funny","classic","1614","click"
"1016","funny","diet","1615","load"
"1017","funny","diet","1616","load"
"1018","funny","classic","1617","load"
"1018","funny","classic","1618","click"
"1019","patriotic","classic","1619","load"
"1020","patriotic","classic","1620","load"
"1021","funny","classic","1621","load"
"1021","funny","classic","1622","click"
"1021","funny","classic","1623","click"
"1022","patriotic","diet","1624","load"
"1023","patriotic","classic","1625","load"
"1023","patriotic","classic","1626","click"
"1024","funny","diet","1627","load"
"1025","patriotic","classic","1628","load"
"1026","patriotic","diet","1629","load"
"1027","funny","diet","1630","load"
"1028","patriotic","diet","1631","load"
"1028","patriotic","diet","1632","click"
"1028","patriotic","diet","1633","click"
"1029","patriotic","classic","1634","load"
"1029","patriotic","classic","1635","click"
"1030","patriotic","diet","1636","load"
"1031","funny","classic","1637","load"
"1031","funny","classic","1638","click"
"1032","funny","classic","1639","load"
"1032","funny","classic","1640","click"
"1033","patriotic","classic","1641","load"
"1034","patriotic","diet","1642","load"
"1034","patriotic","diet","1643","click"
"1035","patriotic","diet","1644","load"
"1035","patriotic","diet","1645","click"
"1036","patriotic","classic","1646","load"
"1037","funny","diet","1647","load"
"1037","funny","diet","1648","click"
"1038","funny","diet","1649","load"
"1039","patriotic","diet","1650","load"
"1040","funny","classic","1651","load"
"1040","funny","classic","1652","click"
"1040","funny","classic","1653","click"
"1041","patriotic","classic","1654","load"
"1042","patriotic","classic","1655","load"
"1042","patriotic","classic","1656","click"
"1042","patriotic","classic","1657","click"
"1043","funny","diet","1658","load"
